post,sentiment,url,published_date,published_time,price_btc,compound
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,03/04/2025,18:00:40,83213.09,-0.3612
Ethereum faces a storm: Could the crypto giant plummet by 91%?,neutral,https://cryptopanic.com/news/20916737/Ethereum-faces-a-storm-Could-the-crypto-giant-plummet-by-91?mtm_campaign=API-OFA,03/04/2025,14:50:56,83213.09,0.0
Trader Says Ethereum Headed for a Massive Crash Against Bitcoin As Bearish Pattern Forms – Here’s His Outlook,neutral,https://cryptopanic.com/news/20915649/Trader-Says-Ethereum-Headed-for-a-Massive-Crash-Against-Bitcoin-As-Bearish-Pattern-Forms-Heres-His-Outlook?mtm_campaign=API-OFA,03/04/2025,11:45:40,83213.09,-0.4019
Analyst Benjamin Cowen warns Ethereum could drop another 50%,neutral,https://cryptopanic.com/news/20911309/Analyst-Benjamin-Cowen-warns-Ethereum-could-drop-another-50?mtm_campaign=API-OFA,02/04/2025,15:27:44,82516.29,-0.3612
GameStop Completes $1.5 Billion Offering to Fund Bitcoin Reserve,neutral,https://cryptopanic.com/news/20906206/GameStop-Completes-15-Billion-Offering-to-Fund-Bitcoin-Reserve?mtm_campaign=API-OFA,01/04/2025,21:06:07,85158.34,0.0
"Ethereum prints 4 consecutive red monthly candles, but data points to an ETH/BTC bottom",neutral,https://cryptopanic.com/news/20905882/Ethereum-prints-4-consecutive-red-monthly-candles-but-data-points-to-an-ETHBTC-bottom?mtm_campaign=API-OFA,01/04/2025,19:23:16,85158.34,0.0
Mastercard Plans to Enable 3.5 Billion Cardholders to Transact with Bitcoin ($BTC) and Crypto,neutral,https://cryptopanic.com/news/20904044/Mastercard-Plans-to-Enable-35-Billion-Cardholders-to-Transact-with-Bitcoin-BTC-and-Crypto?mtm_campaign=API-OFA,01/04/2025,13:05:07,85158.34,0.0
U.S. Senator Buys $600K in Bitcoin via ETF,neutral,https://cryptopanic.com/news/20900725/US-Senator-Buys-600K-in-Bitcoin-via-ETF?mtm_campaign=API-OFA,31/03/2025,19:59:40,82550.01,0.0
Ethereum-Bitcoin Ratio Drops To Five-Year Low,neutral,https://cryptopanic.com/news/20899546/Ethereum-Bitcoin-Ratio-Drops-To-Five-Year-Low?mtm_campaign=API-OFA,31/03/2025,15:04:17,82550.01,-0.2732
Trump’s sons to launch American Bitcoin,neutral,https://cryptopanic.com/news/20899335/Trumps-sons-to-launch-American-Bitcoin?mtm_campaign=API-OFA,31/03/2025,14:07:03,82550.01,0.0
"Strategy announces another purchase of 22,048 BTC",neutral,https://cryptopanic.com/news/20899127/Strategy-announces-another-purchase-of-22048-BTC?mtm_campaign=API-OFA,31/03/2025,13:51:49,82550.01,0.0
Bukele May Visit Trump as Bitcoin Goals Align,neutral,https://cryptopanic.com/news/20897549/Bukele-May-Visit-Trump-as-Bitcoin-Goals-Align?mtm_campaign=API-OFA,31/03/2025,8:33:12,82550.01,0.0
"Hoskinson Reveals Cardano’s Push to Integrate with Dogecoin, Chainlink, Bitcoin",neutral,https://cryptopanic.com/news/20894182/Hoskinson-Reveals-Cardanos-Push-to-Integrate-with-Dogecoin-Chainlink-Bitcoin?mtm_campaign=API-OFA,30/03/2025,2:05:53,82389.99,0.0
Ethereum Crashes 74% Against Bitcoin; Is Reversal Imminent?,neutral,https://cryptopanic.com/news/20889271/Ethereum-Crashes-74-Against-Bitcoin-Is-Reversal-Imminent?mtm_campaign=API-OFA,28/03/2025,14:54:00,84424.38,0.0
Permissionless Bitcoin Debuts on Solana With Zeus Network’s $zBTC,neutral,https://cryptopanic.com/news/20887887/Permissionless-Bitcoin-Debuts-on-Solana-With-Zeus-Networks-zBTC?mtm_campaign=API-OFA,28/03/2025,11:16:00,84424.38,0.0
US States Push Bitcoin Bills to Boost Reserves and Crypto Mining,neutral,https://cryptopanic.com/news/20880852/US-States-Push-Bitcoin-Bills-to-Boost-Reserves-and-Crypto-Mining?mtm_campaign=API-OFA,27/03/2025,7:56:39,87232.01,0.4019
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,26/03/2025,7:53:52,86909.17,0.6486
Michael Saylor hints at new Bitcoin purchase after $711M capital raise,positive,https://cryptopanic.com/news/20863577/Michael-Saylor-hints-at-new-Bitcoin-purchase-after-711M-capital-raise?mtm_campaign=API-OFA,23/03/2025,20:05:18,86082.5,0.0
"IMF Adds Bitcoin to Reserves, Tracks It as Digital Gold and Capital Asset",neutral,https://cryptopanic.com/news/20863359/IMF-Adds-Bitcoin-to-Reserves-Tracks-It-as-Digital-Gold-and-Capital-Asset?mtm_campaign=API-OFA,23/03/2025,17:35:15,86082.5,0.3612
"Senator Lummis Proposes U.S. Sell Gold to Buy 200,000 Bitcoin Annually for Five Years, Totaling 1 Million Bitcoin",neutral,https://cryptopanic.com/news/20860568/Senator-Lummis-Proposes-US-Sell-Gold-to-Buy-200000-Bitcoin-Annually-for-Five-Years-Totaling-1-Million-Bitcoin?mtm_campaign=API-OFA,22/03/2025,13:05:15,83840.59,0.0
Michael Saylor says Europe’s Euro is ‘gonna need BTC’,neutral,https://cryptopanic.com/news/20853810/Michael-Saylor-says-Europes-Euro-is-gonna-need-BTC?mtm_campaign=API-OFA,20/03/2025,21:50:03,84223.39,0.0
"Staking for ether ETFs gathers steam as BlackRock talks up potential, NYSE files on behalf of Bitwise fund",neutral,https://cryptopanic.com/news/20853506/Staking-for-ether-ETFs-gathers-steam-as-BlackRock-talks-up-potential-NYSE-files-on-behalf-of-Bitwise-fund?mtm_campaign=API-OFA,20/03/2025,20:04:47,84223.39,0.0
Bitcoin could thrive in a U.S. recession: BlackRock,neutral,https://cryptopanic.com/news/20850084/Bitcoin-could-thrive-in-a-US-recession-BlackRock?mtm_campaign=API-OFA,20/03/2025,8:27:21,84223.39,-0.4215
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,18/03/2025,22:30:56,82715.03,0.0
"Trump administration wants to buy as much Bitcoin as possible, Crypto Council’s Bo Hines reveals",positive,https://cryptopanic.com/news/20842452/Trump-administration-wants-to-buy-as-much-Bitcoin-as-possible-Crypto-Councils-Bo-Hines-reveals?mtm_campaign=API-OFA,18/03/2025,18:08:04,82715.03,0.0
"Bitcoin Pepe thrives as risk aversion hurts Bitcoin, Dogecoin",neutral,https://cryptopanic.com/news/20841095/Bitcoin-Pepe-thrives-as-risk-aversion-hurts-Bitcoin-Dogecoin?mtm_campaign=API-OFA,18/03/2025,13:24:52,82715.03,-0.7964
Strategy Announces New Preferred Stock Offering to Fund Bitcoin Purchases,positive,https://cryptopanic.com/news/20841104/Strategy-Announces-New-Preferred-Stock-Offering-to-Fund-Bitcoin-Purchases?mtm_campaign=API-OFA,18/03/2025,13:24:22,82715.03,0.0
Global Crackdown on Bitcoin ATMs Gains Momentum,neutral,https://cryptopanic.com/news/20839601/Global-Crackdown-on-Bitcoin-ATMs-Gains-Momentum?mtm_campaign=API-OFA,18/03/2025,8:16:28,82715.03,0.34
Kentucky Passes Bill Protecting Bitcoin Self-Custody and Mining,neutral,https://cryptopanic.com/news/20834639/Kentucky-Passes-Bill-Protecting-Bitcoin-Self-Custody-and-Mining?mtm_campaign=API-OFA,17/03/2025,9:20:24,84010.03,0.0
Most US Voters Oppose Trump’s National Bitcoin Reserve Plan,positive,https://cryptopanic.com/news/20834638/Most-US-Voters-Oppose-Trumps-National-Bitcoin-Reserve-Plan?mtm_campaign=API-OFA,17/03/2025,9:17:25,84010.03,0.0
Trump-backed World Liberty Financial buys AVAX and MNT for $4M as total portfolio losses reach $118M,neutral,https://cryptopanic.com/news/20831805/Trump-backed-World-Liberty-Financial-buys-AVAX-and-MNT-for-4M-as-total-portfolio-losses-reach-118M?mtm_campaign=API-OFA,16/03/2025,9:24:40,82574.53,0.2023
Trump Admin Wants to Acquire as Much Bitcoin as Possible: White House,neutral,https://cryptopanic.com/news/20823549/Trump-Admin-Wants-to-Acquire-as-Much-Bitcoin-as-Possible-White-House?mtm_campaign=API-OFA,13/03/2025,21:26:41,81115.78,0.0
Bitcoin Surges to $82K Amid SEC’s ETF Delays and Lummis’ Bitcoin Reserve Plans,neutral,https://cryptopanic.com/news/20814078/Bitcoin-Surges-to-82K-Amid-SECs-ETF-Delays-and-Lummis-Bitcoin-Reserve-Plans?mtm_campaign=API-OFA,12/03/2025,9:36:15,83680.12,0.0
Bitcoin and Crypto About To Be Boosted by Global Money Supply Explosion: Former Goldman Sachs Executive,neutral,https://cryptopanic.com/news/20811946/Bitcoin-and-Crypto-About-To-Be-Boosted-by-Global-Money-Supply-Explosion-Former-Goldman-Sachs-Executive?mtm_campaign=API-OFA,11/03/2025,19:55:12,82932.99,0.3612
"U.S banks can now legally handle crypto and stablecoins, says OCC",positive,https://cryptopanic.com/news/20798524/US-banks-can-now-legally-handle-crypto-and-stablecoins-says-OCC?mtm_campaign=API-OFA,08/03/2025,10:00:24,86222.45,0.1027
"Bitcoin Price Crash Incoming? Why A Fall To $63,000 Is Possible If This Resistance Holds",neutral,https://cryptopanic.com/news/20797290/Bitcoin-Price-Crash-Incoming-Why-A-Fall-To-63000-Is-Possible-If-This-Resistance-Holds?mtm_campaign=API-OFA,07/03/2025,23:00:45,86801.75,-0.4019
Trump’s Treasury Secretary Scott Bessent says Bitcoin acquisition plans are in discussion,neutral,https://cryptopanic.com/news/20795111/Trumps-Treasury-Secretary-Scott-Bessent-says-Bitcoin-acquisition-plans-are-in-discussion?mtm_campaign=API-OFA,07/03/2025,13:33:46,86801.75,0.2023
Trump Signs Executive Order to Create Bitcoin Strategic Reserve,neutral,https://cryptopanic.com/news/20793960/Trump-Signs-Executive-Order-to-Create-Bitcoin-Strategic-Reserve?mtm_campaign=API-OFA,07/03/2025,9:27:42,86801.75,0.2732
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,05/03/2025,12:10:39,90606.01,0.0
ADA and LINK Steal the Show as BTC Eyes $90K (Market Watch),neutral,https://cryptopanic.com/news/20783012/ADA-and-LINK-Steal-the-Show-as-BTC-Eyes-90K-Market-Watch?mtm_campaign=API-OFA,05/03/2025,9:14:51,90606.01,-0.4939
"Bitcoin analysts set recovery roadmap from the crash up to $150,000",neutral,https://cryptopanic.com/news/20779049/Bitcoin-analysts-set-recovery-roadmap-from-the-crash-up-to-150000?mtm_campaign=API-OFA,04/03/2025,14:09:25,87281.98,-0.4019
"El Salvador buys Bitcoin dip, adding 5 BTC amid price plunge to $83,000",neutral,https://cryptopanic.com/news/20776951/El-Salvador-buys-Bitcoin-dip-adding-5-BTC-amid-price-plunge-to-83000?mtm_campaign=API-OFA,04/03/2025,7:23:15,87281.98,0.0
"Bitcoin Open Interest Crashed To 6-Month Low, Here’s What Followed The Last Time",neutral,https://cryptopanic.com/news/20774618/Bitcoin-Open-Interest-Crashed-To-6-Month-Low-Heres-What-Followed-The-Last-Time?mtm_campaign=API-OFA,03/03/2025,18:30:37,86220.61,0.2263
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,03/03/2025,18:14:25,86220.61,0.0
Bitcoin Price Surges Nearly 10% to $95K as Trump’s Crypto Policies Boost Market Confidence,neutral,https://cryptopanic.com/news/20771732/Bitcoin-Price-Surges-Nearly-10-to-95K-as-Trumps-Crypto-Policies-Boost-Market-Confidence?mtm_campaign=API-OFA,03/03/2025,8:46:38,86220.61,0.7184
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,02/03/2025,19:31:52,94270.0,0.0
"MICHAEL SAYLOR: ""Bitcoin is the foundation of the crypto economy.""",neutral,https://cryptopanic.com/news/20769970/MICHAEL-SAYLOR-Bitcoin-is-the-foundation-of-the-crypto-economy?mtm_campaign=API-OFA,02/03/2025,19:14:12,94270.0,0.0
Is Bitcoin’s Bull Market Just Getting Started? This Crucial Metric Says So (Details),neutral,https://cryptopanic.com/news/21172846/Is-Bitcoins-Bull-Market-Just-Getting-Started-This-Crucial-Metric-Says-So-Details?mtm_campaign=API-OFA,19/04/2025,10:55:06,85077.01,0.0
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,17/04/2025,9:35:09,84947.91,0.5267
North Carolina: proposal advances to invest 10% of public funds in Bitcoin,neutral,https://cryptopanic.com/news/21121304/North-Carolina-proposal-advances-to-invest-10-of-public-funds-in-Bitcoin?mtm_campaign=API-OFA,17/04/2025,7:13:10,84947.91,0.0
Family offices show stronger preference for Ethereum ETFs over Bitcoin,neutral,https://cryptopanic.com/news/21115646/Family-offices-show-stronger-preference-for-Ethereum-ETFs-over-Bitcoin?mtm_campaign=API-OFA,16/04/2025,21:30:10,84030.38,0.3818
"Bitcoin Eyes $93,500, But Key Resistance Could Drag Price To $80,500",neutral,https://cryptopanic.com/news/21112617/Bitcoin-Eyes-93500-But-Key-Resistance-Could-Drag-Price-To-80500?mtm_campaign=API-OFA,16/04/2025,17:32:00,84030.38,-0.3291
Ethereum Is What Bitcoin Was Meant to Be,neutral,https://cryptopanic.com/news/21110810/Ethereum-Is-What-Bitcoin-Was-Meant-to-Be?mtm_campaign=API-OFA,16/04/2025,15:44:47,84030.38,0.0
"MicroStrategy Acquires 3,459 Bitcoins for $285.8 Million, Total Holdings Reach 531,644 BTC",neutral,https://cryptopanic.com/news/21072568/MicroStrategy-Acquires-3459-Bitcoins-for-2858-Million-Total-Holdings-Reach-531644-BTC?mtm_campaign=API-OFA,14/04/2025,14:30:40,84591.58,0.0258
"Saylor’s Strategy adds 3,459 Bitcoin, now holds 531,644 BTC",neutral,https://cryptopanic.com/news/21069129/Saylors-Strategy-adds-3459-Bitcoin-now-holds-531644-BTC?mtm_campaign=API-OFA,14/04/2025,12:03:51,84591.58,0.0
Saylor signals new Bitcoin buy after Strategy reports nearly $6 billion Q1 unrealized loss,positive,https://cryptopanic.com/news/21056879/Saylor-signals-new-Bitcoin-buy-after-Strategy-reports-nearly-6-billion-Q1-unrealized-loss?mtm_campaign=API-OFA,13/04/2025,14:44:50,83760.0,-0.3182
"Senator Lummis Proposes U.S. Acquire 1 Million Bitcoin at 200,000 BTC Annually to Cut National Debt by Half in 20 Years",negative,https://cryptopanic.com/news/21056660/Senator-Lummis-Proposes-US-Acquire-1-Million-Bitcoin-at-200000-BTC-Annually-to-Cut-National-Debt-by-Half-in-20-Years?mtm_campaign=API-OFA,13/04/2025,13:30:40,83760.0,-0.5574
Sweden: proposal to include Bitcoin in national reserves,neutral,https://cryptopanic.com/news/21035441/Sweden-proposal-to-include-Bitcoin-in-national-reserves?mtm_campaign=API-OFA,11/04/2025,15:18:14,83423.84,0.0
ETH/BTC Collapse Isn’t the End: Analyst Sees Silent Rebuild,neutral,https://cryptopanic.com/news/21033208/ETHBTC-Collapse-Isnt-the-End-Analyst-Sees-Silent-Rebuild?mtm_campaign=API-OFA,11/04/2025,13:04:59,83423.84,-0.4939
Ether ETF staking could come as soon as May — Bloomberg analyst,neutral,https://cryptopanic.com/news/21022207/Ether-ETF-staking-could-come-as-soon-as-May-Bloomberg-analyst?mtm_campaign=API-OFA,10/04/2025,17:42:35,79607.3,0.0
"Nasdaq Files to List VanEck Avalanche ETF, Bringing AVAX Closer to Mainstream",neutral,https://cryptopanic.com/news/21020572/Nasdaq-Files-to-List-VanEck-Avalanche-ETF-Bringing-AVAX-Closer-to-Mainstream?mtm_campaign=API-OFA,10/04/2025,16:11:13,79607.3,0.0
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,10/04/2025,15:12:43,79607.3,-0.1531
"Charles Hoskinson sees Bitcoin hitting $250K as Big Tech embraces crypto, Fed cut rates, and regulation kicks in",neutral,https://cryptopanic.com/news/21016624/Charles-Hoskinson-sees-Bitcoin-hitting-250K-as-Big-Tech-embraces-crypto-Fed-cut-rates-and-regulation-kicks-in?mtm_campaign=API-OFA,10/04/2025,13:03:47,79607.3,-0.2732
Bitcoin $100K target ‘back on table’ after Trump tariff pause supercharges market sentiment,neutral,https://cryptopanic.com/news/21001821/Bitcoin-100K-target-back-on-table-after-Trump-tariff-pause-supercharges-market-sentiment?mtm_campaign=API-OFA,09/04/2025,20:30:00,82615.22,0.0
Breaking: Bitcoin Soars 5% on Tariff Reversal,neutral,https://cryptopanic.com/news/20999106/Breaking-Bitcoin-Soars-5-on-Tariff-Reversal?mtm_campaign=API-OFA,09/04/2025,17:44:06,82615.22,0.0
China and Russia are using Bitcoin to settle energy trades,neutral,https://cryptopanic.com/news/20998629/China-and-Russia-are-using-Bitcoin-to-settle-energy-trades?mtm_campaign=API-OFA,09/04/2025,17:07:50,82615.22,0.2732
$120 Billion VanEck Confirms China and Russia Use Bitcoin for Energy Trades Amid Sanctions,neutral,https://cryptopanic.com/news/20997944/120-Billion-VanEck-Confirms-China-and-Russia-Use-Bitcoin-for-Energy-Trades-Amid-Sanctions?mtm_campaign=API-OFA,09/04/2025,16:30:40,82615.22,0.2732
ETH/BTC Somehow Keeps Plunging Even Lower,neutral,https://cryptopanic.com/news/20974969/ETHBTC-Somehow-Keeps-Plunging-Even-Lower?mtm_campaign=API-OFA,08/04/2025,20:48:08,76322.42,-0.296
Bitcoin drops below $77K as US confirms 104% tariffs on China,neutral,https://cryptopanic.com/news/20971660/Bitcoin-drops-below-77K-as-US-confirms-104-tariffs-on-China?mtm_campaign=API-OFA,08/04/2025,17:53:50,76322.42,0.0
Trump escalates trade war. BTC at 80k,neutral,https://cryptopanic.com/news/20956948/Trump-escalates-trade-war-BTC-at-80k?mtm_campaign=API-OFA,08/04/2025,7:46:31,76322.42,-0.5994
Markets are crashing. Bitcoin at 75k,neutral,https://cryptopanic.com/news/20943186/Markets-are-crashing-Bitcoin-at-75k?mtm_campaign=API-OFA,07/04/2025,7:12:48,79163.24,0.0
Era of US Treasuries and Stocks As Global Reserve Assets Now Over As Gold and Bitcoin Take Over: Arthur Hayes,neutral,https://cryptopanic.com/news/20937139/Era-of-US-Treasuries-and-Stocks-As-Global-Reserve-Assets-Now-Over-As-Gold-and-Bitcoin-Take-Over-Arthur-Hayes?mtm_campaign=API-OFA,06/04/2025,7:04:22,78430.0,0.3818
"Bitcoin shows signs of decoupling from US equities, could reclaim $100K",neutral,https://cryptopanic.com/news/20931625/Bitcoin-shows-signs-of-decoupling-from-US-equities-could-reclaim-100K?mtm_campaign=API-OFA,05/04/2025,6:10:10,83537.99,0.0
The future of DeFi isn’t on Ethereum — it’s on Bitcoin,neutral,https://cryptopanic.com/news/20926706/The-future-of-DeFi-isnt-on-Ethereum-its-on-Bitcoin?mtm_campaign=API-OFA,04/04/2025,15:00:00,83889.87,0.0
Analyst Warns of Massive Ethereum Drop Against Bitcoin,neutral,https://cryptopanic.com/news/20917668/Analyst-Warns-of-Massive-Ethereum-Drop-Against-Bitcoin?mtm_campaign=API-OFA,03/04/2025,18:00:40,83213.09,-0.3612
