post,sentiment,url,published_date,published_time,price_xrp,compound
First-Ever Spot XRP ETF Gets Green Light in Brazil,neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,02/20/2025,0:16:02,2.6877,0.0
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,02/19/2025,19:13:22,2.7378,0.0
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,02/19/2025,17:28:08,2.7378,0.0
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,02/19/2025,14:00:23,2.7378,0.5423
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,02/19/2025,13:49:10,2.7378,0.0258
SEC acknowledges spot XRP ETF filing from Bitwise,neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,02/18/2025,19:06:28,2.5628,0.0
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,02/17/2025,21:00:12,2.6599,0.0
"XRP Breaks Key Barrier, Surges Past 100-Day SMA And $2.7 Resistance",negative,https://cryptopanic.com/news/20702304/XRP-Breaks-Key-Barrier-Surges-Past-100-Day-SMA-And-27-Resistance?mtm_campaign=API-OFA,02/15/2025,21:30:08,2.7619,-0.128
XRP Price Today: Analysts Predict Breakout to $5.85 & Beyond,neutral,https://cryptopanic.com/news/20701043/XRP-Price-Today-Analysts-Predict-Breakout-to-585-Beyond?mtm_campaign=API-OFA,02/15/2025,11:54:10,2.7619,0.0
2025 XRP ETF approval odds hit 81% on Polymarket,neutral,https://cryptopanic.com/news/20698800/2025-XRP-ETF-approval-odds-hit-81-on-Polymarket?mtm_campaign=API-OFA,02/14/2025,18:58:08,2.7384,0.4767
SEC Accepts Grayscale's Applications to Launch XRP and DOGE ETFs,neutral,https://cryptopanic.com/news/20695924/SEC-Accepts-Grayscales-Applications-to-Launch-XRP-and-DOGE-ETFs?mtm_campaign=API-OFA,02/14/2025,8:36:12,2.7384,0.3182
"SEC Acknowledges Grayscale’s Filings to List XRP, Dogecoin ETFs",neutral,https://cryptopanic.com/news/20695377/SEC-Acknowledges-Grayscales-Filings-to-List-XRP-Dogecoin-ETFs?mtm_campaign=API-OFA,02/14/2025,5:38:36,2.7384,0.0
SEC acknowledges Grayscale’s XRP and DOGE ETF filings,neutral,https://cryptopanic.com/news/20695201/SEC-acknowledges-Grayscales-XRP-and-DOGE-ETF-filings?mtm_campaign=API-OFA,02/14/2025,4:25:10,2.7384,0.0
Is XRP Price on Track to Hit $110? Analyst Weigh In,neutral,https://cryptopanic.com/news/20693938/Is-XRP-Price-on-Track-to-Hit-110-Analyst-Weigh-In?mtm_campaign=API-OFA,02/13/2025,20:51:00,2.5599,0.0
SEC may acknowledge Grayscale XRP ETF filing as early as tomorrow,neutral,https://cryptopanic.com/news/20686757/SEC-may-acknowledge-Grayscale-XRP-ETF-filing-as-early-as-tomorrow?mtm_campaign=API-OFA,02/12/2025,15:30:48,2.4734,0.0
XRP ETF Filed with Nasdaq as Ripple-CFTC Ties Strengthen,neutral,https://cryptopanic.com/news/20680535/XRP-ETF-Filed-with-Nasdaq-as-Ripple-CFTC-Ties-Strengthen?mtm_campaign=API-OFA,02/11/2025,12:03:46,2.4131,0.3182
"XRP Set for All-Time Highs if Weekly Close Tops This Level, Says Crypto Analyst",neutral,https://cryptopanic.com/news/20670542/XRP-Set-for-All-Time-Highs-if-Weekly-Close-Tops-This-Level-Says-Crypto-Analyst?mtm_campaign=API-OFA,02/09/2025,6:00:39,2.3928,0.5106
"Ripple’s XRP Prepping For Ultra Bullish 1,500% Breakout As Spot XRP ETFs Gain Major Traction",neutral,https://cryptopanic.com/news/20668724/Ripples-XRP-Prepping-For-Ultra-Bullish-1500-Breakout-As-Spot-XRP-ETFs-Gain-Major-Traction?mtm_campaign=API-OFA,02/08/2025,12:38:45,2.419,0.5267
XRP and Solana race toward the next crypto ETF approval,neutral,https://cryptopanic.com/news/20665473/XRP-and-Solana-race-toward-the-next-crypto-ETF-approval?mtm_campaign=API-OFA,02/07/2025,16:39:38,2.3968,0.4767
XRP Price Falls Following Ledger Downtime as Open Interest Hits Monthly Low,neutral,https://cryptopanic.com/news/20655156/XRP-Price-Falls-Following-Ledger-Downtime-as-Open-Interest-Hits-Monthly-Low?mtm_campaign=API-OFA,02/05/2025,19:54:26,2.381,0.2263
Ripple Investigates XRP Ledger Halt as Consensus Issues Arise,neutral,https://cryptopanic.com/news/20652462/Ripple-Investigates-XRP-Ledger-Halt-as-Consensus-Issues-Arise?mtm_campaign=API-OFA,02/05/2025,11:04:41,2.381,0.0
XRP Ledger resumes activity after second outage in three months,neutral,https://cryptopanic.com/news/20652184/XRP-Ledger-resumes-activity-after-second-outage-in-three-months?mtm_campaign=API-OFA,02/05/2025,10:11:14,2.381,0.0
"XRP Ledger Temporarily Halts Block Production, Ripple CTO Cites Possible Network 'Drift'",neutral,https://cryptopanic.com/news/20650416/XRP-Ledger-Temporarily-Halts-Block-Production-Ripple-CTO-Cites-Possible-Network-Drift?mtm_campaign=API-OFA,02/05/2025,0:28:29,2.381,-0.4404
Ethereum Dominance Hits 5 Year Low — Analysts Say It’s the Perfect Entry Point,positive,https://cryptopanic.com/news/21123915/Ethereum-Dominance-Hits-5-Year-Low-Analysts-Say-Its-the-Perfect-Entry-Point?mtm_campaign=API-OFA,04/17/2025,9:35:09,2.0673,0.5267
"Crypto Market Rises Sharply, but Experts Warn it May Be a ‘Dead Cat Bounce’",negative,https://cryptopanic.com/news/21019505/Crypto-Market-Rises-Sharply-but-Experts-Warn-it-May-Be-a-Dead-Cat-Bounce?mtm_campaign=API-OFA,04/10/2025,15:12:43,1.9658,-0.1531
XRP Will Overtake Ethereum By 2028: Standard Chartered,neutral,https://cryptopanic.com/news/20964396/XRP-Will-Overtake-Ethereum-By-2028-Standard-Chartered?mtm_campaign=API-OFA,04/08/2025,12:26:16,1.7963,0.0
XRP network activity collapses 65%,neutral,https://cryptopanic.com/news/20928911/XRP-network-activity-collapses-65?mtm_campaign=API-OFA,04/04/2025,19:23:00,2.1302,-0.296
Kraken Announces Support for RLUSD As Stablecoin Integrates Into Ripple’s Payment’s Network,neutral,https://cryptopanic.com/news/20912158/Kraken-Announces-Support-for-RLUSD-As-Stablecoin-Integrates-Into-Ripples-Payments-Network?mtm_campaign=API-OFA,04/02/2025,18:41:22,2.0237,0.4019
"XRP Might Drop Below $2, Goldman Sachs Makes Key Fed Prediction, Ripple's RLUSD Flips Major Stablecoins in This Key Metric: Crypto News Digest by U.Today",neutral,https://cryptopanic.com/news/20905184/XRP-Might-Drop-Below-2-Goldman-Sachs-Makes-Key-Fed-Prediction-Ripples-RLUSD-Flips-Major-Stablecoins-in-This-Key-Metric-Crypto-News-Digest-by-UToday?mtm_campaign=API-OFA,04/01/2025,16:22:00,2.1387,-0.2732
"Grayscale files S-3 to turn Bitcoin, Ether, XRP, and ADA large cap fund into a spot ETF",positive,https://cryptopanic.com/news/20904739/Grayscale-files-S-3-to-turn-Bitcoin-Ether-XRP-and-ADA-large-cap-fund-into-a-spot-ETF?mtm_campaign=API-OFA,04/01/2025,14:56:04,2.1387,0.0
Altcoins see inflows for first time in 5 weeks as ‘positive but cautious’ investors add $226 million to global crypto funds: CoinShares,positive,https://cryptopanic.com/news/20898099/Altcoins-see-inflows-for-first-time-in-5-weeks-as-positive-but-cautious-investors-add-226-million-to-global-crypto-funds-CoinShares?mtm_campaign=API-OFA,03/31/2025,10:35:49,2.0899,0.0
1.15 Million XRP in 24 Hours: $3 Ready?,positive,https://cryptopanic.com/news/20876448/115-Million-XRP-in-24-Hours-3-Ready?mtm_campaign=API-OFA,03/26/2025,11:14:00,2.3494,0.3612
XRP ETF Incoming? Analyst Says Ripple’s Legal Win Changes Everything,positive,https://cryptopanic.com/news/20875440/XRP-ETF-Incoming-Analyst-Says-Ripples-Legal-Win-Changes-Everything?mtm_campaign=API-OFA,03/26/2025,7:53:52,2.3494,0.6486
XRP Price Prediction: Analysts now eye $10 by 2030,neutral,https://cryptopanic.com/news/20869129/XRP-Price-Prediction-Analysts-now-eye-10-by-2030?mtm_campaign=API-OFA,03/25/2025,0:34:59,2.4492,0.0
Ripple Co-Founder Funds Space Station with XRP Profits,neutral,https://cryptopanic.com/news/20864705/Ripple-Co-Founder-Funds-Space-Station-with-XRP-Profits?mtm_campaign=API-OFA,03/24/2025,7:22:12,2.4501,0.4404
XRP ETF Approval Date Nears,neutral,https://cryptopanic.com/news/20862671/XRP-ETF-Approval-Date-Nears?mtm_campaign=API-OFA,03/23/2025,12:30:00,2.4393,0.4767
$10 XRP Price Closer Than Ever As Ripple Emerges Victorious in SEC Lawsuit,neutral,https://cryptopanic.com/news/20853500/10-XRP-Price-Closer-Than-Ever-As-Ripple-Emerges-Victorious-in-SEC-Lawsuit?mtm_campaign=API-OFA,03/20/2025,20:02:34,2.4361,-0.2263
Wall Street Legend Predicts Massive XRP Market Boom with this Surprising Milkshake Theory,positive,https://cryptopanic.com/news/20850872/Wall-Street-Legend-Predicts-Massive-XRP-Market-Boom-with-this-Surprising-Milkshake-Theory?mtm_campaign=API-OFA,03/20/2025,11:00:48,2.4361,0.3346
SEC withdraws appeal in legal dispute against Ripple,neutral,https://cryptopanic.com/news/20850179/SEC-withdraws-appeal-in-legal-dispute-against-Ripple?mtm_campaign=API-OFA,03/20/2025,8:45:15,2.4361,-0.296
"Ripple CEO downplays IPO plans after Ripple-SEC case ends, XRP surges",neutral,https://cryptopanic.com/news/20848156/Ripple-CEO-downplays-IPO-plans-after-Ripple-SEC-case-ends-XRP-surges?mtm_campaign=API-OFA,03/19/2025,19:37:59,2.5469,0.0
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,03/19/2025,17:08:56,2.5469,-0.2584
Can XRP Hit $70? This analyst says its coming soon,neutral,https://cryptopanic.com/news/20843797/Can-XRP-Hit-70-This-analyst-says-its-coming-soon?mtm_campaign=API-OFA,03/19/2025,0:09:54,2.5469,0.0
XRP Stumbles—But Analysts Still See A Path To $70,neutral,https://cryptopanic.com/news/20843334/XRP-StumblesBut-Analysts-Still-See-A-Path-To-70?mtm_campaign=API-OFA,03/18/2025,22:30:56,2.2851,0.0
Proposal on SEC website suggests XRP as a strategic asset for US financial system,neutral,https://cryptopanic.com/news/20832665/Proposal-on-SEC-website-suggests-XRP-as-a-strategic-asset-for-US-financial-system?mtm_campaign=API-OFA,03/16/2025,16:07:53,2.2938,0.3612
Ripple moves $465 million of March’s sell reserve; Will XRP price suffer?,neutral,https://cryptopanic.com/news/20826963/Ripple-moves-465-million-of-Marchs-sell-reserve-Will-XRP-price-suffer?mtm_campaign=API-OFA,03/14/2025,15:03:22,2.3564,-0.5423
"BlackRock will file for both Solana and XRP ETFs, Nate Geraci",neutral,https://cryptopanic.com/news/20826694/BlackRock-will-file-for-both-Solana-and-XRP-ETFs-Nate-Geraci?mtm_campaign=API-OFA,03/14/2025,14:13:32,2.3564,0.0
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,03/14/2025,11:14:55,2.3564,0.3612
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",neutral,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,03/14/2025,7:59:58,2.3564,0.6369
XRP News: New Proposal Seeks SEC Settlement with Ripple by Classifying XRP as a Payment Network,neutral,https://cryptopanic.com/news/20824386/XRP-News-New-Proposal-Seeks-SEC-Settlement-with-Ripple-by-Classifying-XRP-as-a-Payment-Network?mtm_campaign=API-OFA,03/14/2025,3:22:53,2.3564,0.0
"$1,500,000,000,000 Asset Manager Franklin Templeton Files for XRP ETF",neutral,https://cryptopanic.com/news/20823024/1500000000000-Asset-Manager-Franklin-Templeton-Files-for-XRP-ETF?mtm_campaign=API-OFA,03/13/2025,18:45:44,2.2527,0.3612
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,03/13/2025,17:53:17,2.2527,0.0
Ripple Lawsuit News Now: Unpacking the SEC-Ripple Settlement Strategy,neutral,https://cryptopanic.com/news/20819675/Ripple-Lawsuit-News-Now-Unpacking-the-SEC-Ripple-Settlement-Strategy?mtm_campaign=API-OFA,03/13/2025,8:19:01,2.2527,-0.2263
Franklin Templeton becomes largest asset manager to file for Solana ETF,neutral,https://cryptopanic.com/news/20816042/Franklin-Templeton-becomes-largest-asset-manager-to-file-for-Solana-ETF?mtm_campaign=API-OFA,03/12/2025,14:12:39,2.2396,0.3612
XRP Transfers Explode Past $5 Billion In 24 Hours as Wallets Surge over 600%,negative,https://cryptopanic.com/news/20801260/XRP-Transfers-Explode-Past-5-Billion-In-24-Hours-as-Wallets-Surge-over-600?mtm_campaign=API-OFA,03/09/2025,14:05:10,2.1387,0.0
"US Government Will Only Buy Bitcoin, Not ETH, XRP, SOL and ADA",neutral,https://cryptopanic.com/news/20784163/US-Government-Will-Only-Buy-Bitcoin-Not-ETH-XRP-SOL-and-ADA?mtm_campaign=API-OFA,03/05/2025,12:10:39,2.4998,0.0
"XRP: 24% Retrace is Mind-Blowing, Ethereum (ETH) Looks Even Worse Than Before, Cardano (ADA): Biggest Volatility Surge in Years",negative,https://cryptopanic.com/news/20781362/XRP-24-Retrace-is-Mind-Blowing-Ethereum-ETH-Looks-Even-Worse-Than-Before-Cardano-ADA-Biggest-Volatility-Surge-in-Years?mtm_campaign=API-OFA,03/05/2025,0:01:00,2.4998,-0.4767
Cardano Rallies 43% In Seven Days: What Is Going On With ADA?,neutral,https://cryptopanic.com/news/20780686/Cardano-Rallies-43-In-Seven-Days-What-Is-Going-On-With-ADA?mtm_campaign=API-OFA,03/04/2025,20:03:51,2.4543,0.0
Why XRP and ADA don’t deserve to be on Trump’s Strategic Crypto Reserve,neutral,https://cryptopanic.com/news/20774538/Why-XRP-and-ADA-dont-deserve-to-be-on-Trumps-Strategic-Crypto-Reserve?mtm_campaign=API-OFA,03/03/2025,18:14:25,2.3873,0.0
Ripple prepares for what could be a $795 million XRP sale in March,neutral,https://cryptopanic.com/news/20772891/Ripple-prepares-for-what-could-be-a-795-million-XRP-sale-in-March?mtm_campaign=API-OFA,03/03/2025,12:50:39,2.3873,0.0
"Stablecoin presence key to blockchain legitimacy, says ZachXBT",neutral,https://cryptopanic.com/news/20772748/Stablecoin-presence-key-to-blockchain-legitimacy-says-ZachXBT?mtm_campaign=API-OFA,03/03/2025,12:24:43,2.3873,0.0
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,03/03/2025,8:27:59,2.3873,0.0
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,03/02/2025,19:31:52,2.9396,0.0
Ripple’s XRP Bulls Show Dominant Presence as Bears Get Rejected at Major 2017-2018 Support Level,neutral,https://cryptopanic.com/news/20769950/Ripples-XRP-Bulls-Show-Dominant-Presence-as-Bears-Get-Rejected-at-Major-2017-2018-Support-Level?mtm_campaign=API-OFA,03/02/2025,19:10:28,2.9396,-0.1531
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",neutral,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,03/02/2025,17:20:45,2.9396,-0.128
"Breaking: Trump Announces U.S. Crypto Strategic Reserve Including XRP, SOL, ADA, BTC, and ETH",neutral,https://cryptopanic.com/news/20769643/Breaking-Trump-Announces-US-Crypto-Strategic-Reserve-Including-XRP-SOL-ADA-BTC-and-ETH?mtm_campaign=API-OFA,03/02/2025,17:11:40,2.9396,0.0
Trump says Bitcoin and Ethereum will be included in US crypto reserve,neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,16:46:55,2.9396,0.0
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,03/02/2025,16:01:45,2.9396,0.0
"Trump directs working group to ‘move forward’ on SOL, XRP, and ADA Crypto Strategic Reserve",neutral,https://cryptopanic.com/news/20769328/Trump-directs-working-group-to-move-forward-on-SOL-XRP-and-ADA-Crypto-Strategic-Reserve?mtm_campaign=API-OFA,03/02/2025,15:47:32,2.9396,0.0
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,15:34:02,2.9396,0.0
XRP News Today: Ripple now partners up with BDACS,neutral,https://cryptopanic.com/news/20759718/XRP-News-Today-Ripple-now-partners-up-with-BDACS?mtm_campaign=API-OFA,02/28/2025,0:39:05,2.1453,0.0
"Ripple Partners with BDACS for Institutional Custody of XRP and RLUSD in South Korea on February 27, 2025",neutral,https://cryptopanic.com/news/20758604/Ripple-Partners-with-BDACS-for-Institutional-Custody-of-XRP-and-RLUSD-in-South-Korea-on-February-27-2025?mtm_campaign=API-OFA,02/27/2025,19:30:36,2.1985,0.0
XRP Ledger unveils institutional DeFi roadmap,neutral,https://cryptopanic.com/news/20752603/XRP-Ledger-unveils-institutional-DeFi-roadmap?mtm_campaign=API-OFA,02/26/2025,18:46:49,2.1982,0.0
WisdomTree XRP ETF countdown begins as Federal Register publishes filing,neutral,https://cryptopanic.com/news/20752580/WisdomTree-XRP-ETF-countdown-begins-as-Federal-Register-publishes-filing?mtm_campaign=API-OFA,02/26/2025,18:43:37,2.1982,0.0
Buy alert: XRP set for a major price move,neutral,https://cryptopanic.com/news/20735901/Buy-alert-XRP-set-for-a-major-price-move?mtm_campaign=API-OFA,02/23/2025,12:46:07,2.5763,0.296
Litecoin (LTC) on Verge of Repeating XRP and Solana (SOL) Success,positive,https://cryptopanic.com/news/20728220/Litecoin-LTC-on-Verge-of-Repeating-XRP-and-Solana-SOL-Success?mtm_campaign=API-OFA,02/21/2025,9:36:00,2.5721,0.5719
Are XRP and DOGE Preparing for 25% Price Moves?,neutral,https://cryptopanic.com/news/20724564/Are-XRP-and-DOGE-Preparing-for-25-Price-Moves?mtm_campaign=API-OFA,02/20/2025,15:10:57,2.6877,0.0
First-Ever Spot XRP ETF Gets Green Light in Brazil,neutral,https://cryptopanic.com/news/20721057/First-Ever-Spot-XRP-ETF-Gets-Green-Light-in-Brazil?mtm_campaign=API-OFA,02/20/2025,0:16:02,2.6877,0.0
SEC seeks public comments for WisdomTree’s proposal for an XRP ETF,neutral,https://cryptopanic.com/news/20720082/SEC-seeks-public-comments-for-WisdomTrees-proposal-for-an-XRP-ETF?mtm_campaign=API-OFA,02/19/2025,19:13:22,2.7378,0.0
World’s first XRP spot ETF to debut on Brazil’s leading stock exchange,positive,https://cryptopanic.com/news/20719659/Worlds-first-XRP-spot-ETF-to-debut-on-Brazils-leading-stock-exchange?mtm_campaign=API-OFA,02/19/2025,17:28:08,2.7378,0.0
"Donald Trump turns pro-XRP, shares Ripple Labs reports on Truth Social",neutral,https://cryptopanic.com/news/20718580/Donald-Trump-turns-pro-XRP-shares-Ripple-Labs-reports-on-Truth-Social?mtm_campaign=API-OFA,02/19/2025,14:00:23,2.7378,0.5423
SEC Acknowledges Bitwise XRP ETF Filing—Approval Within Reach?,neutral,https://cryptopanic.com/news/20718471/SEC-Acknowledges-Bitwise-XRP-ETF-FilingApproval-Within-Reach?mtm_campaign=API-OFA,02/19/2025,13:49:10,2.7378,0.0258
SEC acknowledges Bitwise Spot XRP ETF filing,neutral,https://cryptopanic.com/news/20714471/SEC-acknowledges-Bitwise-Spot-XRP-ETF-filing?mtm_campaign=API-OFA,02/18/2025,19:10:43,2.5628,0.0
SEC acknowledges spot XRP ETF filing from Bitwise,neutral,https://cryptopanic.com/news/20714430/SEC-acknowledges-spot-XRP-ETF-filing-from-Bitwise?mtm_campaign=API-OFA,02/18/2025,19:06:28,2.5628,0.0
First-ever XRP ETF to launch in US Tuesday; spot ETF still pending,neutral,https://cryptopanic.com/news/20955819/First-ever-XRP-ETF-to-launch-in-US-Tuesday-spot-ETF-still-pending?mtm_campaign=API-OFA,04/08/2025,3:09:02,1.7963,0.0
SEC dropping Ripple case is ‘final exclamation mark’ that XRP is not a security — John Deaton,neutral,https://cryptopanic.com/news/20847503/SEC-dropping-Ripple-case-is-final-exclamation-mark-that-XRP-is-not-a-security-John-Deaton?mtm_campaign=API-OFA,03/19/2025,17:08:56,2.5469,-0.2584
83% of institutions plan to up crypto allocations in 2025: Coinbase,neutral,https://cryptopanic.com/news/20842762/83-of-institutions-plan-to-up-crypto-allocations-in-2025-Coinbase?mtm_campaign=API-OFA,03/18/2025,19:29:31,2.2851,0.0
SEC website posts document naming XRP as a strategic asset for U.S.,neutral,https://cryptopanic.com/news/20825816/SEC-website-posts-document-naming-XRP-as-a-strategic-asset-for-US?mtm_campaign=API-OFA,03/14/2025,11:14:55,2.3564,0.3612
"SEC May Reclassify XRP as Commodity, Boosting Market Hopes",neutral,https://cryptopanic.com/news/20825054/SEC-May-Reclassify-XRP-as-Commodity-Boosting-Market-Hopes?mtm_campaign=API-OFA,03/14/2025,7:59:58,2.3564,0.6369
SEC considers classifying XRP as commodity in settlement talks with Ripple,neutral,https://cryptopanic.com/news/20822779/SEC-considers-classifying-XRP-as-commodity-in-settlement-talks-with-Ripple?mtm_campaign=API-OFA,03/13/2025,17:53:17,2.2527,0.0
"BTC, ETH, XRP Lead $334.99M Crypto Liquidation, Key Trends To Watch?",neutral,https://cryptopanic.com/news/20801596/BTC-ETH-XRP-Lead-33499M-Crypto-Liquidation-Key-Trends-To-Watch?mtm_campaign=API-OFA,03/09/2025,16:36:00,2.1387,0.0
"Trump Announces US Crypto Reserve with XRP, Solana, and Cardano",neutral,https://cryptopanic.com/news/20771576/Trump-Announces-US-Crypto-Reserve-with-XRP-Solana-and-Cardano?mtm_campaign=API-OFA,03/03/2025,8:27:59,2.3873,0.0
"President Trump Reveals U.S. Crypto Reserve Bombshell — Sending BTC, ETH, Ripple’s XRP, Solana, And Cardano Rocketing",neutral,https://cryptopanic.com/news/20770004/President-Trump-Reveals-US-Crypto-Reserve-Bombshell-Sending-BTC-ETH-Ripples-XRP-Solana-And-Cardano-Rocketing?mtm_campaign=API-OFA,03/02/2025,19:31:52,2.9396,0.0
"Bitcoin Will Explode Over $120,000 on Monday as ETF Demand Skyrockets Amid Trump’s BTC Reserve Announcement",neutral,https://cryptopanic.com/news/20769674/Bitcoin-Will-Explode-Over-120000-on-Monday-as-ETF-Demand-Skyrockets-Amid-Trumps-BTC-Reserve-Announcement?mtm_campaign=API-OFA,03/02/2025,17:20:45,2.9396,-0.128
Trump says Bitcoin and Ethereum will be included in US crypto reserve,neutral,https://cryptopanic.com/news/20769569/Trump-says-Bitcoin-and-Ethereum-will-be-included-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,16:46:55,2.9396,0.0
"President Trump announces a Crypto Strategic Reserve that includes XRP, SOL, and ADA",neutral,https://cryptopanic.com/news/20769419/President-Trump-announces-a-Crypto-Strategic-Reserve-that-includes-XRP-SOL-and-ADA?mtm_campaign=API-OFA,03/02/2025,16:01:45,2.9396,0.0
"Trump to include XRP, SOL, and ADA in US crypto reserve",neutral,https://cryptopanic.com/news/20769299/Trump-to-include-XRP-SOL-and-ADA-in-US-crypto-reserve?mtm_campaign=API-OFA,03/02/2025,15:34:02,2.9396,0.0
Coinbase CEO’s Hot Take: Bitcoin Is Basically A ‘Meme Coin’,positive,https://cryptopanic.com/news/20731508/Coinbase-CEOs-Hot-Take-Bitcoin-Is-Basically-A-Meme-Coin?mtm_campaign=API-OFA,02/21/2025,21:00:16,2.5721,0.0
"XRP Set To Outshine Gold? Analyst Predicts 1,000% Surge",neutral,https://cryptopanic.com/news/20709274/XRP-Set-To-Outshine-Gold-Analyst-Predicts-1000-Surge?mtm_campaign=API-OFA,02/17/2025,21:00:12,2.6599,0.0
SEC formally accepts Grayscale XRP and Dogecoin ETF applications for review,neutral,https://cryptopanic.com/news/20694557/SEC-formally-accepts-Grayscale-XRP-and-Dogecoin-ETF-applications-for-review?mtm_campaign=API-OFA,02/14/2025,0:09:53,2.7384,0.3182
Top Altcoins ETF Approvals: Bloomberg’s Predictions,positive,https://cryptopanic.com/news/20678889/Top-Altcoins-ETF-Approvals-Bloombergs-Predictions?mtm_campaign=API-OFA,02/11/2025,6:18:37,2.4131,0.2023
